run_id,firm_id,company,relative_timepoint,target_date,selected_capture_date,original_archived_url,wayback_replay_url,document_title,extracted_text,managing_directors_raw,legal_representatives_raw,legal_entity_raw,parent_company_raw,registered_address_raw,registration_number_raw,vat_id_raw,extraction_confidence,extraction_notes
c956bd4e-2b8a-4c48-8780-c187587f46b3,2,PETER-LACKE HOLDING GMBH,pre_pre_event,2011-07-01,2011-07-09,http://www.peter-lacke.de/deu/peter-lacke/unternehmen/unternehmen.html,https://web.archive.org/web/20110709094353.0id_/http://www.peter-lacke.de/deu/peter-lacke/unternehmen/unternehmen.html,"Peter-Lacke - 
		PETER-LACKE   Farbe & mehr","Unternehmen - Peter-Lacke Wir sind ein operativ ausgerichtetes Mittelstandsunternehmen mit eigener Entwicklung und Produktion von Lacksystemen. Der Erfolg basiert auf der direkten und fachlichen Kommunikation mit unseren Kunden. Die damit verbundene Reaktionsschnelligkeit erlaubt uns zeitnahe Lösungen zu präsentieren und uns vor dem Wettbewerb zu positionieren. Wir begleiten Ihr Produkt auf dem gesamten Weg von der Idee bis zur Marktreife. Die globale Vernetzung mit eigenen Niederlassungen und Systempartnern gewährleistet gleichbleibende Qualitätsstandards und Versorgungssicherheit. Erst die Aufgabenstellung aus der Praxis macht uns zum Technologieführer an der Basis des Geschehens. Peter-Lacke - weltweit verbunden und praxisorientiert Ziel & Weg Unsere Schnelligkeit und Treffsicherheit sind verlässliche Faktoren, weil wir den Fokus auf Ihre Zielvorstellung richten. Der Weg dorthin kann unterschiedlich sein – entscheidend ist einzig Ihr Ziel. Wir erreichen diese Alleinstellung, weil wir die Kernaufgaben Beratung, Entwicklung, Labortests und Dokumentation hausintern leisten Mensch & Team Wir arbeiten interdisziplinär zusammen. Vom Fachberater im Außendienst, über die Forschung, Disposition bis hin zur Produktion schaut jeder auch außerhalb seines Tellerrandes. So verringern wir interne Fehler und erhalten unsere Schnelligkeit aufrecht. Fast die Hälfte unseres Teams ist in der Forschung und Entwicklung beschäftigt. Dieser Bereich teilt sich auf in Grundlagenforschung und kundenspezifische Entwicklung. Eine schlagkräftige Kombination! Qualität & Zertifikat Das lückenlose und zertifizierte Qualitätsmanagement leben wir jeden Tag. Besonderen Wert legen wir auf die unmissverständliche Kommunikation mit Ihnen. Deshalb beginnt unser Qualitätsanspruch bei der fachlichen Beratung durch unsere Anwendungstechniker. Tradition & Innovation Wer mit Ausdauer und Beharrlichkeit innovativ und marktnah agiert, wird irgendwann auf eine Tradition zurückblicken dürfen. Für Peter-Lacke gilt das seit über 100 Jahren.",,,Tradition & Innovation Wer mit Ausdauer und Beharrlichkeit innovativ und marktnah ag,,,,,0.25,
c956bd4e-2b8a-4c48-8780-c187587f46b3,2,PETER-LACKE HOLDING GMBH,pre_pre_event,2011-07-01,2011-07-09,http://www.peter-lacke.de/deu/peter-lacke/unternehmen/peter-lacke/peter-lacke.html,https://web.archive.org/web/20110709094353.0id_/http://www.peter-lacke.de/deu/peter-lacke/unternehmen/peter-lacke/peter-lacke.html,"Peter-Lacke - 
		PETER-LACKE   Farbe & mehr","Unternehmen - Peter-Lacke Wir sind ein operativ ausgerichtetes Mittelstandsunternehmen mit eigener Entwicklung und Produktion von Lacksystemen. Der Erfolg basiert auf der direkten und fachlichen Kommunikation mit unseren Kunden. Die damit verbundene Reaktionsschnelligkeit erlaubt uns zeitnahe Lösungen zu präsentieren und uns vor dem Wettbewerb zu positionieren. Wir begleiten Ihr Produkt auf dem gesamten Weg von der Idee bis zur Marktreife. Die globale Vernetzung mit eigenen Niederlassungen und Systempartnern gewährleistet gleichbleibende Qualitätsstandards und Versorgungssicherheit. Erst die Aufgabenstellung aus der Praxis macht uns zum Technologieführer an der Basis des Geschehens. Peter-Lacke - weltweit verbunden und praxisorientiert Ziel & Weg Unsere Schnelligkeit und Treffsicherheit sind verlässliche Faktoren, weil wir den Fokus auf Ihre Zielvorstellung richten. Der Weg dorthin kann unterschiedlich sein – entscheidend ist einzig Ihr Ziel. Wir erreichen diese Alleinstellung, weil wir die Kernaufgaben Beratung, Entwicklung, Labortests und Dokumentation hausintern leisten Mensch & Team Wir arbeiten interdisziplinär zusammen. Vom Fachberater im Außendienst, über die Forschung, Disposition bis hin zur Produktion schaut jeder auch außerhalb seines Tellerrandes. So verringern wir interne Fehler und erhalten unsere Schnelligkeit aufrecht. Fast die Hälfte unseres Teams ist in der Forschung und Entwicklung beschäftigt. Dieser Bereich teilt sich auf in Grundlagenforschung und kundenspezifische Entwicklung. Eine schlagkräftige Kombination! Qualität & Zertifikat Das lückenlose und zertifizierte Qualitätsmanagement leben wir jeden Tag. Besonderen Wert legen wir auf die unmissverständliche Kommunikation mit Ihnen. Deshalb beginnt unser Qualitätsanspruch bei der fachlichen Beratung durch unsere Anwendungstechniker. Tradition & Innovation Wer mit Ausdauer und Beharrlichkeit innovativ und marktnah agiert, wird irgendwann auf eine Tradition zurückblicken dürfen. Für Peter-Lacke gilt das seit über 100 Jahren.",,,Tradition & Innovation Wer mit Ausdauer und Beharrlichkeit innovativ und marktnah ag,,,,,0.25,
c956bd4e-2b8a-4c48-8780-c187587f46b3,2,PETER-LACKE HOLDING GMBH,pre_pre_event,2011-07-01,2011-07-09,http://www.peter-lacke.de/deu/peter-lacke/unternehmen/unternehmensgruppe/unternehmensgruppe.html,https://web.archive.org/web/20110709094353.0id_/http://www.peter-lacke.de/deu/peter-lacke/unternehmen/unternehmensgruppe/unternehmensgruppe.html,"Unternehmensgruppe - 
		PETER-LACKE   Farbe & mehr","Unternehmen - Unternehmensgruppe Die PETER-LACKE Unternehmensgruppe ist bereits in der 4. Generation inhabergeführt. Die damit verbundenen schnellen Entscheidungsprozesse und die kurzen Wege in der Gesamtorganisation sind für Geschäftsführer Andreas Peter von großer Bedeutung. Farbe bekennen Wir sind uns der Verantwortung gegenüber unseren Partnern, Mitarbeitern und der Gesellschaft bewusst. Gespür für Menschen und Märkte, Sachkenntnis und Wagemut bestimmen unsere Denk- und Handelsweisen. Wir werden die internationale Ausrichtung der Gruppe weiter ausbauen, Standorte sichern und weitere Märkte erschließen. Unternehmensdaten Zentrale in Hiddenhausen, Deutschland Hauptsitz Hiddenhausen, Deutschland Beschäftige 240 Jahresumsatz ca. 40 Mio. EUR Exportquote über 50% Kompetenz und solides Wachstum seit 1906 Firmenchronik 1906 Gründung als Malergeschäft und Möbellackiererei durch Ernst Peter und Sohn Wilhelm 1920 Start der eigenen Produktion als ""Lack- Oelfarben- und Kittfabrik"" 1945 PEHAZELL-NV-Lacke / PEHALUX-Kunstharzlacke 1950 PEHADUR-Einbrennlacke 1960 Umzug nach Hiddenhausen-Schweicheln. PEHAPOL-2K-Lacke. 1978 Andreas Peter wird Geschäftsführer. PEHACRYL-Kunststoff-Lacke. 1980 Lacksysteme für die Automobilindustrie 1990 PEHALUX-UV-Lacke für Holz und Kunststoff, Entwicklungen für Flachglas und Hohlglas 2000 Einsatz von Nanotechnologie bei Wasserlacken 2006 100 Jahre PETER-LACKE Die Geschäftsführer Ernst Peter 1853 - 1929 Wilhelm Peter 1878 - 1948 E. H. Peter Andreas Peter zur Bildergalerie",Andreas Peter von großer Bedeutung,,,,,,,0.25,
c956bd4e-2b8a-4c48-8780-c187587f46b3,2,PETER-LACKE HOLDING GMBH,pre_pre_event,2011-07-01,2011-07-09,http://www.peter-lacke.de/deu/peter-lacke/impressum/impressum.html,https://web.archive.org/web/20110709094353.0id_/http://www.peter-lacke.de/deu/peter-lacke/impressum/impressum.html,"Impressum - 
		PETER-LACKE   Farbe & mehr","PETER-LACKE Farbe & mehr Direkt zum Hauptmenü, zum Inhalt. Servicemenü Select language Deutsch English Español Polski Русский 中文 PR Bereich | Karriere | Kontakt | Impressum Standorte weltweit Standortwahl Belgien Bulgarien China Dänemark Deutschland England Estland Finnland Indien Irland Italien Lettland Litauen Malaysia Mexiko Niederlande Norwegen Österreich Polen Rumänien Russland Schweden Skandinavien Slowakei Slowenien Tschechien Türkei Ungarn Suche Navigation Unternehmen Peter-Lacke Unternehmensgruppe PR Bereich Karriere Kontakt Lack-Kompetenz Automotive Exterieur Automotive Interieur Automotive Special Hausgeräte / Elektronik Glas Kunststoff allgemein Windkraft Holz & Möbel Händlerprogramm PEHAPOL Vertrieb & Service Zentrale Tochtergesellschaften Ländervertretungen Handelspartner international Handelspartner national Angaben zum Unternehmen gemäß Telemediengesetz Redaktion & Inhalte PETER-LACKE GmbH Herforder Straße 80 D-32120 Hiddenhausen Telefon: (0 52 21) 96 25 - 0 Telefax: (0 52 21) 96 25 - 99 E-Mail: info@peter-lacke.com Geschäftsführer: Andreas Peter USt.-Ident-Nr.: DE 125352007 Amtsgericht Bad Oeynhausen HRB 682 Haftungshinweis Trotz sorgfältiger inhaltlicher Kontrolle übernehmen wir keine Haftung für die Inhalte externer Links. Für den Inhalt der verlinkten Seiten sind ausschließlich deren Betreiber verantwortlich. Datenschutz Sofern innerhalb des Internetangebotes die Möglichkeit zur Eingabe persönlicher oder geschäftlicher Daten (Emailadressen, Namen, Anschriften) besteht, so erfolgt die Preisgabe dieser Daten seitens des Nutzers auf ausdrücklich freiwilliger Basis. Die Inanspruchnahme und Bezahlung aller angebotenen Dienste ist - soweit technisch möglich und zumutbar - auch ohne Angabe solcher Daten bzw. unter Angabe anonymisierter Daten oder eines Pseudonyms gestattet. Statistische Auswertungen mit PIWIK Auf diesen Webseiten wird die Open-Source-Software PIWIK zur statistischen Auswertung der Nutzung eingesetzt. Die durch PIWIK gesammelten Daten (u.a. gekürzte IP Adresse, Uhrzeit, abgerufene Seite, benutzter Browser, Suchmaschine, Plugins) werden in einer Datenbank gespeichert. Hierbei sind die mit PIWIK erzeugten Auswertungen vollständig anonymisiert und lassen sich nicht zur Identifikation einzelner Personen nutzen. Eine Verknüpfung der durch PIWIK gespeicherten Daten mit anderen Datenquellen oder eine Weitergabe an Dritte findet nicht statt. Bildnachweis: Corbis WV 9.09/PET/08/08 © Andrew Brookes/AAES001043 © LWA-Dann Tardif/SC-019-0291 Windenergie © Cmon rotor © Thomas Weitzel Windräder © Christian-P. Worring Derzeit befindet sich der Kundenbereich noch im Aufbau. Bei Interesse sprechen Sie uns bitte an. Kunden-Service Servicebereich für registrierte Kunden und Handelspartner mit persönlichen Informationen. Anmeldung Video - Peter Lacke Das Lieferprogramm von PETER-LACKE mal ganz anders! ""Ein Tag im Leben mit PETER-LACKE"". Video anzeigen Seite druckenSeite weiterempfehlen © 2011 PETER-LACKE",Andreas Peter USt,,national Angaben zum Unternehmen gemäß Telemediengesetz Redaktion & Inhalte PETER-LACKE GmbH,,,682 Haftungshinweis Trotz sorgf,,0.75,
c956bd4e-2b8a-4c48-8780-c187587f46b3,2,PETER-LACKE HOLDING GMBH,pre_pre_event,2011-07-01,2011-07-09,http://www.peter-lacke.de/deu,https://web.archive.org/web/20110709094353.0id_/http://www.peter-lacke.de/deu,PETER-LACKE   Farbe & mehr,"PETER-LACKE Farbe & mehr Direkt zum Hauptmenü, zum Inhalt. Servicemenü Select language Deutsch English Español Polski Русский 中文 PR Bereich | Karriere | Kontakt | Impressum Standorte weltweit Standortwahl China Dänemark Russland Bulgarien Ungarn Indien Türkei Mexiko Österreich Deutschland Italien Lettland Norwegen Tschechien Skandinavien Slowakei Slowenien Belgien Polen Irland Estland Schweden Litauen Rumänien Finnland England Niederlande Malaysia Suche Navigation Unternehmen Peter-Lacke Unternehmensgruppe PR Bereich Karriere Kontakt Lack-Kompetenz Automotive Exterieur Automotive Interieur Automotive Special Hausgeräte / Elektronik Glas Kunststoff allgemein Windkraft Holz & Möbel Händlerprogramm PEHAPOL Vertrieb & Service Zentrale Tochtergesellschaften Ländervertretungen Handelspartner international Handelspartner national Innovative und praxisgerechte Lösungen mit Lack - Kompetenz Automotive Exterieur Interieur Special mehr Hausgeräte/Elektronik Haushaltsgeräte Verbrauchsgüter Sonderteile mehr Flachglas Hohlglas Dekoration Innenbereich Außenbereich mehr PETER-LACKE Beschichtungssysteme sind für alle Herstellverfahren von Rotorblättern einsetzbar. Derzeit befindet sich der Kundenbereich noch im Aufbau. Bei Interesse sprechen Sie uns bitte an. Kunden-Service Servicebereich für registrierte Kunden und Handelspartner mit persönlichen Informationen. Anmeldung Aktuelles Insight asis pacific - ''Um weltweit erfolgreich zu sein, müssen wir in China sein!'' JOT International Surface Technology - Robust, high-gloss interior finish Vitrinen voller Wirtschaft - Neue Westfälische - Kreishausfoyer neu gestaltet Farbe und Lack - Peter-Lacke China offiziell eröffnet Seit 2009 ist China mit mehr als 8 Millionen verkauften Fahrzeugen der größte Automarkt der Welt. Eine Entwicklung, von der zumBeispiel auch das Unternehmen Peter-Lacke profitiert, ... Newsletter Mit unserem Newsletter bleiben Sie immer auf dem Laufenden. Newsletter abonnieren Seite druckenSeite weiterempfehlen © 2011 PETER-LACKE",,,,,,,,0.0,raw_text_retained_only
c956bd4e-2b8a-4c48-8780-c187587f46b3,2,PETER-LACKE HOLDING GMBH,pre_pre_event,2011-07-01,2011-07-09,http://www.peter-lacke.de/pol,https://web.archive.org/web/20110709094353.0id_/http://www.peter-lacke.de/pol,PETER-LACKE   Farby & więcej,"PETER-LACKE Farby & więcej Direkt zum Hauptmenü, zum Inhalt. Servicemenü Select language Deutsch English Español Polski Русский 中文 Dział PR | Kariera | Kontakt | Impressum Oddziały na całym świecie Wybierz oddział Chiny Dania Rosja Bułgaria Węgry Indie Turcja Meksyk Austria Niemcy Włochy Łotwa Norwegia Czechy Skandynawia Słowacja Słowenia Belgia Polska Irlandia Estonia Szwecja Litwa Rumunia Finlandia Anglia Holandia Malezja Suche Navigation Firma Peter-Lacke Grupa Peter-Lacke Dział PR Kariera Kontakt Know-how Auto Exterieur Auto Interieur Auto Special Sprzęt AGD / elektronika Szkło Tworzywo sztuczne Drewno & meble Program handlowy PEHAPOL Sprzedaż i serwis Centrala Spółki córki Przedstawiciele krajowi Partnerzy handlowi Innowacyjne, praktyczne i profesjonalne rozwiązania w dziedzinie lakieru Auto Exterieur Interieur Special więcej Sprzęty AGD Artykuły codziennego użytku Elementy specjalne Sprzęty AGD Artykuły codziennego użytku Elementy specjalne więcej Szkło płaskie Szkło kształtowe Dekoracje Zastosowania dla wnętrz Zastosowania zewnętrzne więcej PETER-LACKE coating systems are applicable with all manufacturing techniques of rotor blades. Dział dla klientów jest jeszcze w budowie. W razie pytań prosimy o kontakt. Serwis klienta Dział serwisu z indywidualnymi informacjami dla zerejestrowanych klientów oraz partnerów handlowych. Logowanie Drukuj stronęPoleć stronę © 2011 PETER-LACKE",,,,,,,,0.0,raw_text_retained_only
c956bd4e-2b8a-4c48-8780-c187587f46b3,2,PETER-LACKE HOLDING GMBH,pre_pre_event,2011-07-01,2011-07-09,http://www.peter-lacke.de/deu/peter-lacke/peter-lacke.html,https://web.archive.org/web/20110709094353.0id_/http://www.peter-lacke.de/deu/peter-lacke/peter-lacke.html,PETER-LACKE   Farbe & mehr,Innovative und praxisgerechte Lösungen mit Lack - Kompetenz Automotive Exterieur Interieur Special mehr Hausgeräte/Elektronik Haushaltsgeräte Verbrauchsgüter Sonderteile Glas Flachglas Hohlglas Dekoration Kunststoff allgemein Innenbereich Außenbereich PETER-LACKE Beschichtungssysteme sind für alle Herstellverfahren von Rotorblättern einsetzbar.,,,,,,,,0.0,raw_text_retained_only
c956bd4e-2b8a-4c48-8780-c187587f46b3,2,PETER-LACKE HOLDING GMBH,pre_pre_event,2011-07-01,2011-07-09,http://www.peter-lacke.de/deu/peter-lacke/lack-kompetenz/glas/glas.html,https://web.archive.org/web/20110709094353.0id_/http://www.peter-lacke.de/deu/peter-lacke/lack-kompetenz/glas/glas.html,"Glas - 
		PETER-LACKE   Farbe & mehr","Lack-Kompetenz - Glas Faszination Glas Möbeldesign, Tischdekoration, Wohnaccessoires, Flakons, Getränkeverpackung. Glas transportiert Image, spiegelt den Wert seines Inhaltes wider, oder unterstützt den persönlichen Stil im privaten Umfeld. Grenzen durchbrechen Die zunehmende Bedeutung von Glas und Design für den kommerziellen Markt gelang erst mit der Entwicklung geeigneter Lacksysteme. Und diese Entwicklung schreitet rasant vorwärts. Denn klassisch eingefärbtes oder sandgestrahltes Glas kann häufig optisch nicht überzeugen oder den Qualitätsansprüchen nicht genügen. Auch der Vielfalt sind Grenzen gesetzt. Glas mit Zukunft Unsere Lack-Kompetenz kann man hier besonders eindrucksvoll erleben. Das PETER-LACKE Sortiment basiert auf Nanotechnologie und zeigt Spezialeffekte mit besonders hohen Resistenzen gegen Chemikalien und mechanische Belastungen. Unsere Lacke sind umweltfreundlich formuliert und überzeugen durch transparente Brillanz. Wir begleiten Sie von der Idee bis zur Produktionsreife – und sind für Sie weltweit vor Ort Basics – Kompetenzfelder Flachglas, Dekorglas und Hohlglas. Wasserbasierende Lacke mit FDA-Zulassung. Globale Kompetenz mit Einhaltung länderspezifischer Bestimmungen. Märkte – Möbel, Kosmetik, Getränke, Accessoires, Geschirr Flachglas - sichtbar homogen Unser Sortiment umfasst deckende und lasierende Lacke. Die Weiterverarbeitung wie Schneiden, Schleifen oder Bohren ist möglich. Die extrem hohe Kratzunempfindlichkeit ist bei unseren wasserbeständigen und chemisch resistenten Lacken gegeben. Verfahren - Spritz-, Gieß- und Walzverfahren Trocknung - UV-, konventionell und IR-Trocknung Farben - Ihre Anforderungen werden von uns erfüllt Hohlglas - stille Verkäufer Design und Farbgestaltung von Glasverpackungen sind wichtige Faktoren für den Absatz Ihrer Produkte. Besonders dann, wenn ohne persönliche Beratung die Wertigkeit des Inhaltes zum Ausdruck gebracht werden muss und damit zum Kauf angeregt werden soll. Kosmetik Neben der Marke entscheidet vielfach das Design des Flakons über den Markterfolg. Effektlacke unterstreichen punktgenau die Positionierung Ihres Produktes und stellen die Distanz zu Ihren Marktbegleitern her. Höchste Alkohol- und Chemikalienbeständigkeit werden von uns genauso garantiert, wie die Umsetzung von Mehrfarbigkeit und Farbverläufen. Getränkeflaschen Was ist authentischer? Die Flasche Wodka in Klarglas oder in Eisoptik, die den Eindruck von gefrorenem Tau vermittelt? Diese und andere Botschaften transportieren Sie mit unseren Lacksystemen. Unsere Lacke sind natürlich beständig gegen das jeweilige Füllgut und temperaturfest vom Eiskühlfach bis zum aufgeheizten Kofferraum. Welche Kaufanreize soll Ihr Schaumwein haben? Welche Oberfläche passt zu Ihrem Wodka? Wir zeigen Möglichkeiten auf! Metalleffekte, 3-D-Optik, Soft-Touch, Weiterveredelung möglich Dekorglas - der persönliche Stil Form, Größe und Art des Dekorationsartikels sind wichtige Punkte bei der Kaufentscheidung. Wenn dieses Produkt aber nicht in der Wunschfarbe erhältlich ist, wird die Ware schnell zum Ladenhüter. Trends werden über Farbe gesetzt. Mit unseren Lacksystemen sind Sie flexibel und bereichern Ihr Angebot mit einem breiten Farbspektrum. spülmaschinenfest, FDA-Zulassung, breites Farbspektrum, matt bis hochglänzend Informationen zum Herunterladen Mehr Informationen zum Download PDF - 608,87 Kb Download",,,,,,,,0.0,raw_text_retained_only
c956bd4e-2b8a-4c48-8780-c187587f46b3,2,PETER-LACKE HOLDING GMBH,pre_pre_event,2011-07-01,2011-07-09,http://www.peter-lacke.de/deu/peter-lacke/lack-kompetenz/lack-kompetenz.html,https://web.archive.org/web/20110709094353.0id_/http://www.peter-lacke.de/deu/peter-lacke/lack-kompetenz/lack-kompetenz.html,"Automotive Exterieur - 
		PETER-LACKE   Farbe & mehr","Lack-Kompetenz - Automotive Exterieur So vielfältig wie Exterieur-Kunststoffelemente nach gezielten Anwendungen entwickelt werden, so vielseitig sind auch die Anforderungen an die Lacksysteme. Das Lichtspiel der Form, Kratzfestigkeit, Elastizität, Resistenzen gegen Temperatur und Umwelteinflüssen. Ihr Vorhaben interessiert uns - für Ihre spezifische Aufgabenstellung das beste Ergebnis zu erzielen unterscheidet uns von anderen. Das beweisen wir täglich. Basics - ökonomischer Einschichtlack bis zu dreischichtigen Komplettsystemen in Lösemittelqualität oder auf Wasserbasis Radblenden - mehr als Zierde Dynamik, Eleganz und Wertigkeit. Zierblenden lassen mit der richtigen Beschichtung viel Spielraum für die Betonung eines Modells. Radzierblenden Lösemittel, Wasserbasis, einschichtiger Aufbau Kontrast - polarisieren mit Schwarz Schwarz hat eine markante Wirkung. Erst der Glanzgrad, die Farbtiefe und die gleichmäßige Deckschicht bringen die kräftigen Merkmale im Gesamtbild hervor. Kunststoff wird als Qualitätsprodukt wahrgenommen und Formteile aus Großserien wirken individualisiert. Kühlergitter, Dachreling, Stoßstangen einschichtiger Aufbau, schnelle Verarbeitung, wetterbeständig Effektlack - gezielt Akzente setzen Metallischer Schliff, Chromglanz, eloxiertes Aluminium. Der dezente Einsatz von edlen Metallen und Nichteisenmetallen assoziiert Qualität, Dynamik und Fortschritt. Effektlacke setzen genau diese Impulse, ohne die kostspieligen Metallwerkstoffe einsetzen zu müssen. Kühlergitter, Zierleisten, Dachreling, Spiegelschalen Metallic, Galvano, Chrom, Pearl Motorraum - innere Charakterstärke Gewicht sparende Kunststoffelemente bekommen durch unsere Lacke das Finish in Metalloptik und typischer Gussstruktur. temperaturbeständig, chemisch beständig Effektlacke, Strukturlacke, ein- und mehrschichtig",,,,,,,,0.0,raw_text_retained_only
c956bd4e-2b8a-4c48-8780-c187587f46b3,2,PETER-LACKE HOLDING GMBH,pre_pre_event,2011-07-01,2011-07-09,http://www.peter-lacke.de/deu/peter-lacke/lack-kompetenz/windkraft/windkraft.html,https://web.archive.org/web/20110709094353.0id_/http://www.peter-lacke.de/deu/peter-lacke/lack-kompetenz/windkraft/windkraft.html,"Windkraft - 
		PETER-LACKE   Farbe & mehr","Lack-Kompetenz - Windkraft PETER-LACKE Beschichtungssysteme sind für alle Herstellverfahren von Rotorblättern einsetzbar. Ob Nasslaminierung, Prepreg- oder Infusionsverfahren, alle Systeme werden in Zusammenarbeit mit den Anwendern auf die Prozesse und Produktionsbedingungen individuell angepasst. Classic Einfache Verarbeitung und geringe Investitionskosten. Der Standard-Aufbau mit Niveau. Einfache Anwendung bei gleichzeitig sehr geringen Investitionskosten. Die Mindestanforderungen an eine Schutzbeschichtung sind erfüllt. Trockenschichtdicke Fläche: 100 – 150µm Trockenschichtdicke Anströmkante: 625 – 750µm Eigenschaften: Kurze Prozesszeiten dadurch wenig Arbeitsschritte Leicht in den Produktionsprozess integrierbar Preiswertes System: Geringe Investitionskosten und Materialverbräuche Advanced Hochwertiger Verschleissschutz bei kurzen Zykluszeiten. Frei von Lösemitteln. Kurze Zykluszeiten durch nachträgliche Applikation der hochbeständigen, lösemittelfreien Schutzbeschichtung. Das System erfüllt die Ansprüche an einen höherwertigen Verschleissschutz deutlich und durch die einfache Anwendung lässt es sich schnell in den Produktionsprozess integrieren. Trockenschichtdicke Fläche: 0400 – 0450µm Trockenschichtdicke Anströmkante: 1050 – 1100µm Sehr hohe Abriebbeständigkeit Glatte Oberfläche, geringere Energieverluste Langlebig durch hervorragende UV-Beständigkeit Rationeller Prozess durch kurze Formbelegungszeiten High-End Der optimale Schutz mit perfekter Glätte für den besonders wirtschaftlichen Einsatz. Dieses Beschichtungssystem bietet den perfekten Verschleißschutz. Die hohe Oberflächengüte reduziert den Materialverbrauch im Finish-Bereich. Sehr glatte Rotorblattoberflächen reduzieren den Energieverlust. Trockenschichtdicke: Fläche (transparent): 0450 – 0650µm Anströmkante (transparent): 0975 – 1250µm Fläche (pigmentiert): 0600 – 1150µm Anströmkante (pigmentiert): 1125 – 1750µm Sicherer Prozess durch Sichtbarkeit von Laminierfehlern beim transp. Gelcoat Optimierter UV-Schutz beim pigmentierten Gelcoat Sehr glatt verspannend, geringste Porenbildung, reduzierter Schleifaufwand Beste Anbindung der Schutzbeschichtung zum Laminat",,,,,,,,0.0,raw_text_retained_only
