run_id,firm_id,company,relative_timepoint,target_date,selected_capture_date,original_archived_url,wayback_replay_url,document_title,page_category,extracted_text,managing_directors_raw,legal_representatives_raw,legal_entity_raw,parent_company_raw,registered_address_raw,registration_number_raw,vat_id_raw,extraction_confidence,extraction_notes,governance_inclusion_reason,governance_rule_id,governance_evidence_type
c956bd4e-2b8a-4c48-8780-c187587f46b3,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,pre_pre_event,2020-07-01,2020-11-01,https://www.bluemoon.de/impressum,https://web.archive.org/web/20201101073754.0id_/https://www.bluemoon.de/impressum,Impressum | Werbeagentur BLUE MOON,impressum,"Impressum BLUE MOON Communication Consultants GmbH Friedrichstraße 8 D-41460 Neuss Telefon +49 2131 66156-0 Telefax +49 2131 66156-66 E-Mail: info[at]bluemoon.de Geschäftsführung: Anita Gilges, Peter Lütkenhaus, Robert Pichel Datenschutzbeauftragter: Tobias Erdmann, sicdata Unternehmensberatung Amtsgericht Neuss, HRB 10669 Umsatzsteuer-Identifikations-Nummer (USt-ID-Nr.): DE 209822145 Wegbeschreibung Haftungsausschluss Inhalte fremder Internetseiten, auf die wir in unserem Internetauftritt direkt oder indirekt verweisen (durch sog. „Hyperlinks“ oder „Deeplinks“), liegen außerhalb unseres Verantwortungsbereiches. Wir machen uns solche Inhalte nicht zu Eigen. Wir können jedoch erklären, dass zum Zeitpunkt der Linksetzung keine illegalen Inhalte auf den verlinkten Internetseiten erkennbar waren. Weder auf die aktuelle noch auf die zukünftige Gestaltung, die Inhalte oder die Urheberschaft der verlinkten Internetseiten haben wir irgendwie Einfluss. Daher distanzieren wir uns ausdrücklich von allen Inhalten aller verlinkten Internetseiten, die nach der Linksetzung verändert wurden. Diese Feststellung gilt für alle innerhalb des eigenen Internetauftrittes gesetzten Links und Verweise. Für illegale, fehlerhafte, oder unvollständige Inhalte und insbesondere für Schäden, die aus der Nutzung der in den verlinkten Internetseiten aufrufbaren Inhalte oder Informationen entstehen, haftet allein der jeweilige Anbieter der Seite, auf die verwiesen wurde. Erhalten wir Kenntnis von illegalen, rechtswidrigen oder fehlerhaften Inhalten auf Internetseiten, auf welche wir verlinken, werden wir die Verlinkung aufheben. AGB Download Allgemeine Geschäftsbedingungen (PDF, 53 KB) Download here our standard business conditions (PDF, 57 KB)",,,Impressum BLUE MOON Communication Consultants GmbH,,,10669 Umsatzsteuer-Identifikations-Numme,-Identifikations-Nummer,0.75,,included_as_impressum,gov.impressum_path,impressum_url_title
c956bd4e-2b8a-4c48-8780-c187587f46b3,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,pre_event,2022-07-01,2022-07-07,https://www.bluemoon.de/impressum,https://web.archive.org/web/20220707114701.0id_/https://www.bluemoon.de/impressum,Impressum | Werbeagentur BLUE MOON,impressum,"Impressum BLUE MOON Communication Consultants GmbH Friedrichstraße 8 D-41460 Neuss Telefon +49 2131 66156-0 Telefax +49 2131 66156-66 E-Mail: info[at]bluemoon.de Geschäftsführung: Anita Gilges, Peter Lütkenhaus, Robert Pichel Datenschutzbeauftragter: Tobias Erdmann, sicdata Unternehmensberatung Amtsgericht Neuss, HRB 10669 Umsatzsteuer-Identifikations-Nummer (USt-ID-Nr.): DE 209822145 Wegbeschreibung Haftungsausschluss Inhalte fremder Internetseiten, auf die wir in unserem Internetauftritt direkt oder indirekt verweisen (durch sog. „Hyperlinks“ oder „Deeplinks“), liegen außerhalb unseres Verantwortungsbereiches. Wir machen uns solche Inhalte nicht zu Eigen. Wir können jedoch erklären, dass zum Zeitpunkt der Linksetzung keine illegalen Inhalte auf den verlinkten Internetseiten erkennbar waren. Weder auf die aktuelle noch auf die zukünftige Gestaltung, die Inhalte oder die Urheberschaft der verlinkten Internetseiten haben wir irgendwie Einfluss. Daher distanzieren wir uns ausdrücklich von allen Inhalten aller verlinkten Internetseiten, die nach der Linksetzung verändert wurden. Diese Feststellung gilt für alle innerhalb des eigenen Internetauftrittes gesetzten Links und Verweise. Für illegale, fehlerhafte, oder unvollständige Inhalte und insbesondere für Schäden, die aus der Nutzung der in den verlinkten Internetseiten aufrufbaren Inhalte oder Informationen entstehen, haftet allein der jeweilige Anbieter der Seite, auf die verwiesen wurde. Erhalten wir Kenntnis von illegalen, rechtswidrigen oder fehlerhaften Inhalten auf Internetseiten, auf welche wir verlinken, werden wir die Verlinkung aufheben. AGB Download Allgemeine Geschäftsbedingungen (PDF, 53 KB) Download here our standard business conditions (PDF, 57 KB)",,,Impressum BLUE MOON Communication Consultants GmbH,,,10669 Umsatzsteuer-Identifikations-Numme,-Identifikations-Nummer,0.75,,included_as_impressum,gov.impressum_path,impressum_url_title
c956bd4e-2b8a-4c48-8780-c187587f46b3,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,event,2024-07-01,2025-03-14,https://www.bluemoon.de/impressum,https://web.archive.org/web/20250314235344.0id_/https://www.bluemoon.de/impressum,Impressum | Werbeagentur BLUE MOON,impressum,"Impressum BLUE MOON Communication Consultants GmbH Friedrichstraße 8 D-41460 Neuss Telefon +49 2131 66156-0 Telefax +49 2131 66156-66 E-Mail: info[at]bluemoon.de Geschäftsführung: Leon Gilges, Peter Lütkenhaus, Robert Pichel, Philipp Grabolle Datenschutzbeauftragter: Tobias Erdmann, sicdata Unternehmensberatung Amtsgericht Neuss, HRB 10669 Umsatzsteuer-Identifikations-Nummer (USt-ID-Nr.): DE 209822145 Haftungsausschluss Inhalte fremder Internetseiten, auf die wir in unserem Internetauftritt direkt oder indirekt verweisen (durch sog. „Hyperlinks“ oder „Deeplinks“), liegen außerhalb unseres Verantwortungsbereiches. Wir machen uns solche Inhalte nicht zu Eigen. Wir können jedoch erklären, dass zum Zeitpunkt der Linksetzung keine illegalen Inhalte auf den verlinkten Internetseiten erkennbar waren. Weder auf die aktuelle noch auf die zukünftige Gestaltung, die Inhalte oder die Urheberschaft der verlinkten Internetseiten haben wir irgendwie Einfluss. Daher distanzieren wir uns ausdrücklich von allen Inhalten aller verlinkten Internetseiten, die nach der Linksetzung verändert wurden. Diese Feststellung gilt für alle innerhalb des eigenen Internetauftrittes gesetzten Links und Verweise. Für illegale, fehlerhafte, oder unvollständige Inhalte und insbesondere für Schäden, die aus der Nutzung der in den verlinkten Internetseiten aufrufbaren Inhalte oder Informationen entstehen, haftet allein der jeweilige Anbieter der Seite, auf die verwiesen wurde. Erhalten wir Kenntnis von illegalen, rechtswidrigen oder fehlerhaften Inhalten auf Internetseiten, auf welche wir verlinken, werden wir die Verlinkung aufheben. AGB Download Allgemeine Geschäftsbedingungen (PDF, 53 KB) Download here our standard business conditions (PDF, 57 KB) Bildnachweise: get in touch",,,Impressum BLUE MOON Communication Consultants GmbH,,,10669 Umsatzsteuer-Identifikations-Numme,-Identifikations-Nummer,0.75,,included_as_impressum,gov.impressum_path,impressum_url_title
c956bd4e-2b8a-4c48-8780-c187587f46b3,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,post_event,2026-07-01,2026-03-04,https://www.bluemoon.de/impressum,https://web.archive.org/web/20260304002641.0id_/https://www.bluemoon.de/impressum,Impressum | Werbeagentur BLUE MOON,impressum,"Impressum BLUE MOON Communication Consultants GmbH Friedrichstraße 8 D-41460 Neuss Telefon +49 2131 66156-0 Telefax +49 2131 66156-66 E-Mail: info[at]bluemoon.de Geschäftsführung: Leon Gilges, Peter Lütkenhaus, Robert Pichel, Philipp Grabolle Datenschutzbeauftragter: Tobias Erdmann, sicdata Unternehmensberatung Amtsgericht Neuss, HRB 10669 Umsatzsteuer-Identifikations-Nummer (USt-ID-Nr.): DE 209822145 Haftungsausschluss Inhalte fremder Internetseiten, auf die wir in unserem Internetauftritt direkt oder indirekt verweisen (durch sog. „Hyperlinks“ oder „Deeplinks“), liegen außerhalb unseres Verantwortungsbereiches. Wir machen uns solche Inhalte nicht zu Eigen. Wir können jedoch erklären, dass zum Zeitpunkt der Linksetzung keine illegalen Inhalte auf den verlinkten Internetseiten erkennbar waren. Weder auf die aktuelle noch auf die zukünftige Gestaltung, die Inhalte oder die Urheberschaft der verlinkten Internetseiten haben wir irgendwie Einfluss. Daher distanzieren wir uns ausdrücklich von allen Inhalten aller verlinkten Internetseiten, die nach der Linksetzung verändert wurden. Diese Feststellung gilt für alle innerhalb des eigenen Internetauftrittes gesetzten Links und Verweise. Für illegale, fehlerhafte, oder unvollständige Inhalte und insbesondere für Schäden, die aus der Nutzung der in den verlinkten Internetseiten aufrufbaren Inhalte oder Informationen entstehen, haftet allein der jeweilige Anbieter der Seite, auf die verwiesen wurde. Erhalten wir Kenntnis von illegalen, rechtswidrigen oder fehlerhaften Inhalten auf Internetseiten, auf welche wir verlinken, werden wir die Verlinkung aufheben. AGB Download Allgemeine Geschäftsbedingungen (PDF, 53 KB) Download here our standard business conditions (PDF, 57 KB) Bildnachweise: get in touch",,,Impressum BLUE MOON Communication Consultants GmbH,,,10669 Umsatzsteuer-Identifikations-Numme,-Identifikations-Nummer,0.75,,included_as_impressum,gov.impressum_path,impressum_url_title
c956bd4e-2b8a-4c48-8780-c187587f46b3,2,PETER-LACKE HOLDING GMBH,pre_pre_event,2011-07-01,2011-07-09,http://www.peter-lacke.de/deu/peter-lacke/impressum/impressum.html,https://web.archive.org/web/20110709094353.0id_/http://www.peter-lacke.de/deu/peter-lacke/impressum/impressum.html,"Impressum - 
		PETER-LACKE   Farbe & mehr",impressum,"Impressum Angaben zum Unternehmen gemäß Telemediengesetz Redaktion & Inhalte PETER-LACKE GmbH Herforder Straße 80 D-32120 Hiddenhausen Telefon: (0 52 21) 96 25 - 0 Telefax: (0 52 21) 96 25 - 99 E-Mail: HCX info BJU [-a_t-] GBM peter-lacke.com Geschäftsführer: Andreas Peter USt.-Ident-Nr.: DE 125352007 Amtsgericht Bad Oeynhausen HRB 682 Haftungshinweis Trotz sorgfältiger inhaltlicher Kontrolle übernehmen wir keine Haftung für die Inhalte externer Links. Für den Inhalt der verlinkten Seiten sind ausschließlich deren Betreiber verantwortlich. Datenschutz Sofern innerhalb des Internetangebotes die Möglichkeit zur Eingabe persönlicher oder geschäftlicher Daten (Emailadressen, Namen, Anschriften) besteht, so erfolgt die Preisgabe dieser Daten seitens des Nutzers auf ausdrücklich freiwilliger Basis. Die Inanspruchnahme und Bezahlung aller angebotenen Dienste ist - soweit technisch möglich und zumutbar - auch ohne Angabe solcher Daten bzw. unter Angabe anonymisierter Daten oder eines Pseudonyms gestattet. Statistische Auswertungen mit PIWIK Auf diesen Webseiten wird die Open-Source-Software PIWIK zur statistischen Auswertung der Nutzung eingesetzt. Die durch PIWIK gesammelten Daten (u.a. gekürzte IP Adresse, Uhrzeit, abgerufene Seite, benutzter Browser, Suchmaschine, Plugins) werden in einer Datenbank gespeichert. Hierbei sind die mit PIWIK erzeugten Auswertungen vollständig anonymisiert und lassen sich nicht zur Identifikation einzelner Personen nutzen. Eine Verknüpfung der durch PIWIK gespeicherten Daten mit anderen Datenquellen oder eine Weitergabe an Dritte findet nicht statt. Bildnachweis: Corbis WV 9.09/PET/08/08 © Andrew Brookes/AAES001043 © LWA-Dann Tardif/SC-019-0291 Windenergie © Cmon rotor © Thomas Weitzel Windräder © Christian-P. Worring",Andreas Peter USt,,Impressum Angaben zum Unternehmen gemäß Telemediengesetz Redaktion & Inhalte PETER-LACKE GmbH,,,682 Haftungshinweis Trotz sorgf,,0.75,,included_as_impressum,gov.impressum_path,impressum_url_title
c956bd4e-2b8a-4c48-8780-c187587f46b3,2,PETER-LACKE HOLDING GMBH,pre_pre_event,2011-07-01,2011-07-09,http://www.peter-lacke.de/deu/peter-lacke/unternehmen/unternehmensgruppe/unternehmensgruppe.html,https://web.archive.org/web/20110709094353.0id_/http://www.peter-lacke.de/deu/peter-lacke/unternehmen/unternehmensgruppe/unternehmensgruppe.html,"Unternehmensgruppe - 
		PETER-LACKE   Farbe & mehr",corporate_affiliation,"Unternehmen - Unternehmensgruppe Die PETER-LACKE Unternehmensgruppe ist bereits in der 4. Generation inhabergeführt. Die damit verbundenen schnellen Entscheidungsprozesse und die kurzen Wege in der Gesamtorganisation sind für Geschäftsführer Andreas Peter von großer Bedeutung. Farbe bekennen Wir sind uns der Verantwortung gegenüber unseren Partnern, Mitarbeitern und der Gesellschaft bewusst. Gespür für Menschen und Märkte, Sachkenntnis und Wagemut bestimmen unsere Denk- und Handelsweisen. Wir werden die internationale Ausrichtung der Gruppe weiter ausbauen, Standorte sichern und weitere Märkte erschließen. Unternehmensdaten Zentrale in Hiddenhausen, Deutschland Hauptsitz Hiddenhausen, Deutschland Beschäftige 240 Jahresumsatz ca. 40 Mio. EUR Exportquote über 50% Kompetenz und solides Wachstum seit 1906 Firmenchronik 1906 Gründung als Malergeschäft und Möbellackiererei durch Ernst Peter und Sohn Wilhelm 1920 Start der eigenen Produktion als ""Lack- Oelfarben- und Kittfabrik"" 1945 PEHAZELL-NV-Lacke / PEHALUX-Kunstharzlacke 1950 PEHADUR-Einbrennlacke 1960 Umzug nach Hiddenhausen-Schweicheln. PEHAPOL-2K-Lacke. 1978 Andreas Peter wird Geschäftsführer. PEHACRYL-Kunststoff-Lacke. 1980 Lacksysteme für die Automobilindustrie 1990 PEHALUX-UV-Lacke für Holz und Kunststoff, Entwicklungen für Flachglas und Hohlglas 2000 Einsatz von Nanotechnologie bei Wasserlacken 2006 100 Jahre PETER-LACKE Die Geschäftsführer Ernst Peter 1853 - 1929 Wilhelm Peter 1878 - 1948 E. H. Peter Andreas Peter zur Bildergalerie",Andreas Peter von großer Bedeutung,,,,,,,0.25,,included_as_corporate_affiliation,gov.affiliation,affiliation_url_title
c956bd4e-2b8a-4c48-8780-c187587f46b3,2,PETER-LACKE HOLDING GMBH,pre_event,2013-07-01,2013-07-03,http://www.peter-lacke.de/deu/peter-lacke/impressum/impressum.html,https://web.archive.org/web/20130703032151.0id_/http://www.peter-lacke.de/deu/peter-lacke/impressum/impressum.html,"Impressum - 
		PETER-LACKE   Farbe & mehr",impressum,"Impressum Angaben zum Unternehmen gemäß Telemediengesetz Redaktion & Inhalte PETER-LACKE GmbH Herforder Straße 80 D-32120 Hiddenhausen Telefon: (0 52 21) 96 25 - 0 Telefax: (0 52 21) 96 25 - 99 E-Mail: ITB info XYW [-a_t-] SRV peter-lacke.com Geschäftsführer: Andreas Peter, Frank Zucht USt.-Ident-Nr.: DE 125352007 Amtsgericht Bad Oeynhausen HRB 682 Haftungshinweis Trotz sorgfältiger inhaltlicher Kontrolle übernehmen wir keine Haftung für die Inhalte externer Links. Für den Inhalt der verlinkten Seiten sind ausschließlich deren Betreiber verantwortlich. Datenschutz Sofern innerhalb des Internetangebotes die Möglichkeit zur Eingabe persönlicher oder geschäftlicher Daten (Emailadressen, Namen, Anschriften) besteht, so erfolgt die Preisgabe dieser Daten seitens des Nutzers auf ausdrücklich freiwilliger Basis. Die Inanspruchnahme und Bezahlung aller angebotenen Dienste ist - soweit technisch möglich und zumutbar - auch ohne Angabe solcher Daten bzw. unter Angabe anonymisierter Daten oder eines Pseudonyms gestattet. Statistische Auswertungen mit PIWIK Auf diesen Webseiten wird die Open-Source-Software PIWIK zur statistischen Auswertung der Nutzung eingesetzt. Die durch PIWIK gesammelten Daten (u.a. gekürzte IP Adresse, Uhrzeit, abgerufene Seite, benutzter Browser, Suchmaschine, Plugins) werden in einer Datenbank gespeichert. Hierbei sind die mit PIWIK erzeugten Auswertungen vollständig anonymisiert und lassen sich nicht zur Identifikation einzelner Personen nutzen. Eine Verknüpfung der durch PIWIK gespeicherten Daten mit anderen Datenquellen oder eine Weitergabe an Dritte findet nicht statt. Bildnachweis: Corbis WV 9.09/PET/08/08 © Andrew Brookes/AAES001043 © LWA-Dann Tardif/SC-019-0291 Windenergie © Cmon rotor © Thomas Weitzel Windräder © Christian-P. Worring","Andreas Peter, Frank Zucht USt",,Impressum Angaben zum Unternehmen gemäß Telemediengesetz Redaktion & Inhalte PETER-LACKE GmbH,,,682 Haftungshinweis Trotz sorgf,,0.75,,included_as_impressum,gov.impressum_path,impressum_url_title
c956bd4e-2b8a-4c48-8780-c187587f46b3,2,PETER-LACKE HOLDING GMBH,pre_event,2013-07-01,2013-07-03,http://www.peter-lacke.de/deu/peter-lacke/unternehmen/unternehmensgruppe/unternehmensgruppe.html,https://web.archive.org/web/20130703032151.0id_/http://www.peter-lacke.de/deu/peter-lacke/unternehmen/unternehmensgruppe/unternehmensgruppe.html,"Unternehmensgruppe - 
		PETER-LACKE   Farbe & mehr",corporate_affiliation,"Unternehmen - Unternehmensgruppe Die PETER-LACKE Unternehmensgruppe ist bereits in der 4. Generation inhabergeführt. Die damit verbundenen schnellen Entscheidungsprozesse und die kurzen Wege in der Gesamtorganisation sind für Geschäftsführer Andreas Peter von großer Bedeutung. Farbe bekennen Wir sind uns der Verantwortung gegenüber unseren Partnern, Mitarbeitern und der Gesellschaft bewusst. Gespür für Menschen und Märkte, Sachkenntnis und Wagemut bestimmen unsere Denk- und Handelsweisen. Wir werden die internationale Ausrichtung der Gruppe weiter ausbauen, Standorte sichern und weitere Märkte erschließen. Unternehmensdaten Zentrale in Hiddenhausen, Deutschland Hauptsitz Hiddenhausen, Deutschland Beschäftige 245 Jahresumsatz ca. 40 Mio. EUR Exportquote über 50% Kompetenz und solides Wachstum seit 1906 Firmenchronik 1906 Gründung als Malergeschäft und Möbellackiererei durch Ernst Peter und Sohn Wilhelm 1920 Start der eigenen Produktion als ""Lack- Oelfarben- und Kittfabrik"" 1945 PEHAZELL-NV-Lacke / PEHALUX-Kunstharzlacke 1950 PEHADUR-Einbrennlacke 1960 Umzug nach Hiddenhausen-Schweicheln. PEHAPOL-2K-Lacke. 1978 Andreas Peter wird Geschäftsführer. PEHACRYL-Kunststoff-Lacke. 1980 Lacksysteme für die Automobilindustrie 1990 PEHALUX-UV-Lacke für Holz und Kunststoff, Entwicklungen für Flachglas und Hohlglas 2000 Einsatz von Nanotechnologie bei Wasserlacken 2006 100 Jahre PETER-LACKE Die Geschäftsführer Ernst Peter 1853 - 1929 Wilhelm Peter 1878 - 1948 E. H. Peter Andreas Peter zur Bildergalerie",Andreas Peter von großer Bedeutung,,,,,,,0.25,,included_as_corporate_affiliation,gov.affiliation,affiliation_url_title
c956bd4e-2b8a-4c48-8780-c187587f46b3,2,PETER-LACKE HOLDING GMBH,event,2015-07-01,2015-05-22,http://www.peter-lacke.de/impressum.html,https://web.archive.org/web/20150522040733.0id_/http://www.peter-lacke.de/impressum.html,PETER-LACKE: Impressum,impressum,"- Unternehmen - Branchen - Vertrieb + Service - Kontakt Angaben zum Unternehmen gemäß Telemediengesetz. PETER-LACKE GmbH Herforder Straße 80 D-32120 Hiddenhausen Fon +49 5221 96250 Fax +49 5221 962599 info(at)peter-lacke.com Geschäftsführer: Andreas Peter, David Peter, Frank Zucht USt.-Ident-Nr.: DE 125352007 Amtsgericht Bad Oeynhausen HRB 682 Trotz sorgfältiger inhaltlicher Kontrolle übernehmen wir keine Haftung für die Inhalte externer Links. Für den Inhalt der verlinkten Seiten sind ausschließlich deren Betreiber verantwortlich. Sofern innerhalb des Internetangebotes die Möglichkeit zur Eingabe persönlicher oder geschäftlicher Daten (Email- adressen, Namen, Anschriften) besteht, so erfolgt die Preisgabe dieser Daten seitens des Nutzers auf ausdrücklich freiwilliger Basis. Die Inanspruchnahme und Bezahlung aller angebotenen Dienste ist - soweit technisch möglich und zumutbar - auch ohne Angabe solcher Daten bzw. unter Angabe anonymisierter Daten oder eines Pseudonyms gestattet. Diese Website benutzt Google Analytics, einen Webanalysedienst der Google Inc. (""Google""). Google Analytics verwendet sog. ""Cookies"", Textdateien, die auf Ihrem Computer gespeichert werden und die eine Analyse der Benutzung der Website durch Sie ermöglichen. Die durch den Cookie erzeugten Informationen über Ihre Benutzung dieser Website werden in der Regel an einen Server von Google in den USA übertragen und dort gespeichert. Im Falle der Aktivierung der IP-Anonymisierung auf dieser Webseite wird Ihre IP-Adresse von Google jedoch innerhalb von Mitgliedstaaten der Europäischen Union oder in anderen Vertragsstaaten des Abkommens über den Europäischen Wirtschaftsraum zuvor gekürzt. Nur in Ausnahmefällen wird die volle IP-Adresse an einen Server von Google in den USA übertragen und dort gekürzt. Im Auftrag des Betreibers dieser Website wird Google diese Informationen benutzen, um Ihre Nutzung der Website auszuwerten, um Reports über die Websiteaktivitäten zusammenzustellen und um weitere mit der Websitenutzung und der Internetnutzung verbundene Dienstleistungen gegenüber dem Websitebetreiber zu erbringen. Die im Rahmen von Google Analytics von Ihrem Browser übermittelte IP-Adresse wird nicht mit anderen Daten von Google zusammengeführt. Sie können die Speicherung der Cookies durch eine entsprechende Einstellung Ihrer Browser-Software verhindern; wir weisen Sie jedoch darauf hin, dass Sie in diesem Fall gegebenenfalls nicht sämtliche Funktionen dieser Website vollumfänglich werden nutzen können. Sie können darüber hinaus die Erfassung der durch das Cookie erzeugten und auf Ihre Nutzung der Website bezogenen Daten (inkl. Ihrer IP-Adresse) an Google sowie die Verarbeitung dieser Daten durch Google verhindern, indem sie das unter dem folgenden Link verfügbare Browser-Plugin herunterladen und installieren: http://tools.google.com/dlpage/gaoptout?hl=de.","Andreas Peter, David Peter, Frank Zucht USt",,Service - Kontakt Angaben zum Unternehmen gemäß Telemediengesetz. PETER-LACKE GmbH,,5221 96250 Fax,682 Trotz sorgf,,1.0,,included_as_impressum,gov.impressum_path,impressum_url_title
c956bd4e-2b8a-4c48-8780-c187587f46b3,3,ANLAGENTECHNIK LEICHTLE GMBH,pre_pre_event,2019-07-01,2019-07-23,https://www.anlagentechnik-leichtle.de/über-uns/impressum,https://web.archive.org/web/20190723051243.0id_/https://www.anlagentechnik-leichtle.de/%C3%BCber-uns/impressum,Anlagentechnik Leichtle - Impressum,impressum,"Verantwortlich: Arthur Leichtle Schloßstr. 16 86441 Zusmarshausen Kontakt Telefon: 082911359 Telefax: 08291 859044 Mobil: 0177 2341359 E-Mail: mail@anlagentechnik-leichtle.de Handwerksmeister: Arthur Leichtle Zuständige Kammer: Handwerkskammer für Schwaben (86152 Augsburg Schmiedberg 4 Berufsbezeichnung: GWL - Gas Wasser Lüftung Berufsrechtliche Regelung: Handwerksordnung (Zu finden im Bundesgesetzblatt I, Seite 3074 in der Fassung vom 24.September 1998) Umsatzsteuer-Identifikationsnummer: gemäß §27a Umsatzsteuergesetz -DE 255444610 Haftungshinweis: Trotz sorgfältiger inhaltlicher Kontrolle übernehmen wir keine Haftung für die Inhalte externer Links. Für den Inhalt der verlinkten Seiten sind ausschließlich deren Betreiber verantwortlich.",,,,,Arthur Leichtle Schloßstr. 16 86441 Zusmarshausen Kontakt Telefon,,-Identifikationsnummer,0.5,,included_as_impressum,gov.impressum_path,impressum_url_title
